county,office,district,town,precinct,candidate,party,votes,state_election_id
Orleans,State House,ORL-CAL,Albany,,Vicki Strong,Republican,51,67895
Orleans,State House,ORL-CAL,Barton,,Vicki Strong,Republican,101,67895
Orleans,State House,ORL-CAL,Craftsbury,,Vicki Strong,Republican,25,67895
Orleans,State House,ORL-CAL,Glover,,Vicki Strong,Republican,32,67895
Orleans,State House,ORL-CAL,Greensboro,,Vicki Strong,Republican,12,67895
Caledonia,State House,ORL-CAL,Sheffield,,Vicki Strong,Republican,15,67895
Caledonia,State House,ORL-CAL,Wheelock,,Vicki Strong,Republican,21,67895
Orleans,State House,ORL-CAL,Albany,,Devin Small,Republican,30,67895
Orleans,State House,ORL-CAL,Barton,,Devin Small,Republican,50,67895
Orleans,State House,ORL-CAL,Craftsbury,,Devin Small,Republican,17,67895
Orleans,State House,ORL-CAL,Glover,,Devin Small,Republican,24,67895
Orleans,State House,ORL-CAL,Greensboro,,Devin Small,Republican,7,67895
Caledonia,State House,ORL-CAL,Sheffield,,Devin Small,Republican,5,67895
Caledonia,State House,ORL-CAL,Wheelock,,Devin Small,Republican,15,67895
Orleans,State House,ORL-CAL,Albany,,Write Ins,Republican,3,67895
Orleans,State House,ORL-CAL,Barton,,Write Ins,Republican,13,67895
Orleans,State House,ORL-CAL,Craftsbury,,Write Ins,Republican,3,67895
Orleans,State House,ORL-CAL,Glover,,Write Ins,Republican,8,67895
Orleans,State House,ORL-CAL,Greensboro,,Write Ins,Republican,2,67895
Caledonia,State House,ORL-CAL,Sheffield,,Write Ins,Republican,3,67895
Caledonia,State House,ORL-CAL,Wheelock,,Write Ins,Republican,1,67895
Orleans,State House,ORL-CAL,Albany,,Blanks,Republican,22,67895
Orleans,State House,ORL-CAL,Barton,,Blanks,Republican,78,67895
Orleans,State House,ORL-CAL,Craftsbury,,Blanks,Republican,9,67895
Orleans,State House,ORL-CAL,Glover,,Blanks,Republican,28,67895
Orleans,State House,ORL-CAL,Greensboro,,Blanks,Republican,19,67895
Caledonia,State House,ORL-CAL,Sheffield,,Blanks,Republican,11,67895
Caledonia,State House,ORL-CAL,Wheelock,,Blanks,Republican,21,67895
Orleans,State House,ORL-CAL,Albany,,Total Votes Cast,Republican,106,67895
Orleans,State House,ORL-CAL,Barton,,Total Votes Cast,Republican,242,67895
Orleans,State House,ORL-CAL,Craftsbury,,Total Votes Cast,Republican,54,67895
Orleans,State House,ORL-CAL,Glover,,Total Votes Cast,Republican,92,67895
Orleans,State House,ORL-CAL,Greensboro,,Total Votes Cast,Republican,40,67895
Caledonia,State House,ORL-CAL,Sheffield,,Total Votes Cast,Republican,34,67895
Caledonia,State House,ORL-CAL,Wheelock,,Total Votes Cast,Republican,58,67895
Lamoille,State House,ORL-LAM,Eden,,Mark Higley,Republican,24,67950
Orleans,State House,ORL-LAM,Jay,,Mark Higley,Republican,19,67950
Orleans,State House,ORL-LAM,Lowell,,Mark Higley,Republican,29,67950
Orleans,State House,ORL-LAM,Troy,,Mark Higley,Republican,38,67950
Orleans,State House,ORL-LAM,Westfield,,Mark Higley,Republican,23,67950
Lamoille,State House,ORL-LAM,Eden,,Write Ins,Republican,0,67950
Orleans,State House,ORL-LAM,Jay,,Write Ins,Republican,0,67950
Orleans,State House,ORL-LAM,Lowell,,Write Ins,Republican,2,67950
Orleans,State House,ORL-LAM,Troy,,Write Ins,Republican,0,67950
Orleans,State House,ORL-LAM,Westfield,,Write Ins,Republican,0,67950
Lamoille,State House,ORL-LAM,Eden,,Blanks,Republican,6,67950
Orleans,State House,ORL-LAM,Jay,,Blanks,Republican,6,67950
Orleans,State House,ORL-LAM,Lowell,,Blanks,Republican,5,67950
Orleans,State House,ORL-LAM,Troy,,Blanks,Republican,12,67950
Orleans,State House,ORL-LAM,Westfield,,Blanks,Republican,3,67950
Lamoille,State House,ORL-LAM,Eden,,Total Votes Cast,Republican,30,67950
Orleans,State House,ORL-LAM,Jay,,Total Votes Cast,Republican,25,67950
Orleans,State House,ORL-LAM,Lowell,,Total Votes Cast,Republican,36,67950
Orleans,State House,ORL-LAM,Troy,,Total Votes Cast,Republican,50,67950
Orleans,State House,ORL-LAM,Westfield,,Total Votes Cast,Republican,26,67950
Rutland,State House,RUT-1,Ira,,Patricia A. McCoy,Republican,9,67965
Rutland,State House,RUT-1,Poultney,,Patricia A. McCoy,Republican,58,67965
Rutland,State House,RUT-1,Ira,,Write Ins,Republican,0,67965
Rutland,State House,RUT-1,Poultney,,Write Ins,Republican,0,67965
Rutland,State House,RUT-1,Ira,,Blanks,Republican,0,67965
Rutland,State House,RUT-1,Poultney,,Blanks,Republican,8,67965
Rutland,State House,RUT-1,Ira,,Total Votes Cast,Republican,9,67965
Rutland,State House,RUT-1,Poultney,,Total Votes Cast,Republican,66,67965
Rutland,State House,RUT-2,Clarendon,,Dave Potter,Democratic,28,67628
Rutland,State House,RUT-2,Proctor,,Dave Potter,Democratic,26,67628
Rutland,State House,RUT-2,Tinmouth,,Dave Potter,Democratic,4,67628
Rutland,State House,RUT-2,Wallingford,,Dave Potter,Democratic,35,67628
Rutland,State House,RUT-2,West Rutland,,Dave Potter,Democratic,17,67628
Rutland,State House,RUT-2,Clarendon,,Write Ins,Democratic,19,67628
Rutland,State House,RUT-2,Proctor,,Write Ins,Democratic,8,67628
Rutland,State House,RUT-2,Tinmouth,,Write Ins,Democratic,2,67628
Rutland,State House,RUT-2,Wallingford,,Write Ins,Democratic,17,67628
Rutland,State House,RUT-2,West Rutland,,Write Ins,Democratic,5,67628
Rutland,State House,RUT-2,Clarendon,,Blanks,Democratic,13,67628
Rutland,State House,RUT-2,Proctor,,Blanks,Democratic,24,67628
Rutland,State House,RUT-2,Tinmouth,,Blanks,Democratic,2,67628
Rutland,State House,RUT-2,Wallingford,,Blanks,Democratic,42,67628
Rutland,State House,RUT-2,West Rutland,,Blanks,Democratic,18,67628
Rutland,State House,RUT-2,Clarendon,,Total Votes Cast,Democratic,60,67628
Rutland,State House,RUT-2,Proctor,,Total Votes Cast,Democratic,58,67628
Rutland,State House,RUT-2,Tinmouth,,Total Votes Cast,Democratic,8,67628
Rutland,State House,RUT-2,Wallingford,,Total Votes Cast,Democratic,94,67628
Rutland,State House,RUT-2,West Rutland,,Total Votes Cast,Democratic,40,67628
Rutland,State House,RUT-2,Clarendon,,Thomas Burditt,Republican,44,67940
Rutland,State House,RUT-2,Proctor,,Thomas Burditt,Republican,13,67940
Rutland,State House,RUT-2,Wallingford,,Thomas Burditt,Republican,26,67940
Rutland,State House,RUT-2,West Rutland,,Thomas Burditt,Republican,45,67940
Rutland,State House,RUT-2,Clarendon,,Write Ins,Republican,2,67940
Rutland,State House,RUT-2,Proctor,,Write Ins,Republican,0,67940
Rutland,State House,RUT-2,Wallingford,,Write Ins,Republican,3,67940
Rutland,State House,RUT-2,West Rutland,,Write Ins,Republican,3,67940
Rutland,State House,RUT-2,Clarendon,,Blanks,Republican,51,67940
Rutland,State House,RUT-2,Proctor,,Blanks,Republican,17,67940
Rutland,State House,RUT-2,Wallingford,,Blanks,Republican,39,67940
Rutland,State House,RUT-2,West Rutland,,Blanks,Republican,58,67940
Rutland,State House,RUT-2,Clarendon,,Total Votes Cast,Republican,97,67940
Rutland,State House,RUT-2,Proctor,,Total Votes Cast,Republican,30,67940
Rutland,State House,RUT-2,Wallingford,,Total Votes Cast,Republican,68,67940
Rutland,State House,RUT-2,West Rutland,,Total Votes Cast,Republican,106,67940
Rutland,State House,RUT-3,Castleton,,William Canfield,Republican,141,67936
Rutland,State House,RUT-3,Fair Haven,,William Canfield,Republican,109,67936
Rutland,State House,RUT-3,Hubbardton,,William Canfield,Republican,24,67936
Rutland,State House,RUT-3,West Haven,,William Canfield,Republican,32,67936
Rutland,State House,RUT-3,Castleton,,Robert Helm,Republican,133,67936
Rutland,State House,RUT-3,Fair Haven,,Robert Helm,Republican,78,67936
Rutland,State House,RUT-3,Hubbardton,,Robert Helm,Republican,23,67936
Rutland,State House,RUT-3,West Haven,,Robert Helm,Republican,27,67936
